Damen Service Alimentaire (Division Ferro Poisson),,
Price Lists,,
,,
Item No.,Description,Regular CAD
SAL-1618F,PREMIUM SAUMON ATL D'ÉLÉVAGE 16/18 FILET - CAN,8.5500 
SALAMINA,SALAMINA - FROZEN PRE-COOKED 70% PIZZA BACON (2.5KG),40.2500 
SALBPORT6,PINK SALMON PORTION 6OZ (10LBS),151.1500 
SALDRESS,PAIL SALAD DRESSING,65.4500 
SALSAHERDGREEN,SAN MARCOS GREEN SAUCE MILD (12X431GR),59.9000 
SALSAMED,(80561) SALSA MEDIUM BOTTLE,21.9500 
SALSAPACE,PACE - SALSA MILD CHUNKY (2 X 3.7L),55.9000 
SALSASWEET,(80560) SALSA SWEET SAUCE (4X135 OZ),92.7000 
SALT20,SIFTO - FOOD GRADE THIN SALT (20KG),10.0000 
SALTEDCRA,FROZEN SALTED CRAB (400 G),8.7500 
SALTSAC,SALT PORTIONS (6X1000UN),23.9500 
SALTWINTER,OUTDOOR SALT (20KG),8.9500 
SAMOLEK,"HUY FONG - SAMBAL OELEK / 3 X 3,5L",77.1500 
SAMPLE,*** SAMPLE BOX ***,0.0500 
SANNBASE,SAN NICOLA - PIZZA BASE CHUNKY SAUCE / 6 X 2.84L ,39.9500 
SANPELARAN,SAN PELLEGRINO - ARANCIATA (24X330ML),28.2500 
SANPELARANROS,SAN PELLEGRINO - ARANCIATA ROSSA (24X330ML),28.2500 
SANPELLIMO,SAN PELLEGRINO - LIMONATA (24X330ML),28.2500 
SANPELMEL,SAN PELLEGRINO - MELOGRANO (24 X 330ML),28.2500 
SANPELWATBOTT,SAN PELLEGRINO - CARB. WATER IN GLASS BOTTLE / 15 X 750ML,34.9500 
SANPELWATPL,SAN PELLEGRINO - CARBONATED WATER / 24 X 500ML,33.1000 
SANPPOMP,SAN PELLEGRINO - POMPELMO (24X330ML),28.2500 
SANTALUCIA,SANAT LUCIA - MINI BOCCONCINI (1.5KG),28.0000 
SANTALUCIA50G,SANTA LUCIA - BOCCONCINI 50G (1.5KG),16.7500 
SAPGOLD,SAPUTO - GOLD MOZZARELLA CHEESE 20% BLOC (M441140) (10X2.4KG),355.6500 
SAPGOLDUN,SAPUTO - GOLD MOZZARELLA CHEESE 20% BLOC (M441140) (2.4KG),37.9500 
SAPKINGSEY,SAPUTO - KINGSEY FIRM UNRIPENED CHEESE 29% (KG),15.9500 
SAPMOZZ20,SAPUTO - (RED) MOZZARELLA CHEESE 20% BLOC (M487299) (10X2.4KG),335.6500 
SAPMOZZ20UN,SAPUTO - (RED) MOZZARELLA CHEESE 20% BLOC (M487299) (2.4KG),35.9500 
SAPRIC,SAPUTO RICOTTA 13% 2.2KG,34.9000 
SAPSHREDD,SAPUTO - SHREDDED MOZZARELLA 20% (2.5KG),39.9500 
SAPTOMAT,SAPORITO - TOMATO PUREE SUPER HEAVY / 6 X 2.84L ,54.9500 
SARRASIN,BUCKWHEAT FLOUR (5KG),42.9500 
SAUCECER,CHERRY SAUCE 2L,20.0000 
SAUCECESAR378,KRAFT - SAUCE CESAR (2 X 3.78L),72.9500 
SAUCECHED,MUY FRESCO - CHEDDAR CHEESE SAUCE 3KG,18.2500 
SAUCECHIPABO,CHIPOTLES IN ADOBO SAUCE / 12 X 319ML ,68.0500 
SAUCEFISHSB12,SQUID BRAND - FISH SAUCE / 12 X 725ML,56.7000 
SAUCEFISHSB345,SQUID BRAND - FISH SAUCE 3X4500ML,58.9000 
SAUCEGENTAO16, GENERAL TAO SAUCE / 18.9L,115.8500 
SAUCEGOLDMNT,GOLDEN MOUNTAIN  - SOYBEAN SAUCE SEASONING SAUCE / 12 X 600ML,40.9500 
SAUCEHOISIN65,HOISIN SAUCE / 6 X 5LBS,61.9500 
SAUCEJALA,MUY FRESCO - CHEDDAR CHEESE SAUCE (6X3KG),94.6500 
SAUCEJALACS,MUY FRESCO - CHEDDAR CHEESE SAUCE (3KG),15.7500 
SAUCEMAGGI6,MAGGI SAUCE / 6 X 800ML,61.9500 
SAUCEMOUTMIEL,RICHARDSON - HONEY MUSTARD SAUCE / (2 X 4L),67.9000 
SAUCENACHO,MUY FRESCO - NACHO CHEESE SAUCE 3KG,18.2500 
SAUCENACHOCS,MUY FRESCO - NACHO SAUCE FROMAGE (6X3KG),94.6500 
SAUCEPEANUT,PEANUT SAUCE ARACHIDE (12X203ML),58.9500 
SAUCEPIRI,100892 SAUCE PIRI PIRI,5.0000 
SAUCEPLUM,PLUM SAUCE (X6UN),124.9000 
SAUCEPLUM2L,SAUCE AUX PRUNE 3.64L,28.9500 
SAUCEPORKWAN,POR KWAN - SRIRACHA CHILI SAUCE / 750ML,4.0500 
SAUCEPOUTBERTH12,BERTHELET - MELANGE SAUCE POUTINE 5.75KG (LIQUIDATION),61.9500 
SAUCESOYGF189,KIKKOMAN -TAMARI SOYA SAUCE GLUTEN FREE / 6 X1.89L,159.8500 
SAUCESOYKIK,KIKKOMAN - SOYA SAUCE / 18.9L,55.4500 
SAUCESOYKIKGF,SOYA SAUCE GLUTEN FREE / 18.9L,164.8500 
SAUCESWCHILI62,RED DRAGON - SWEET CHILI SAUCE / 6 X 2L,70.9000 
SAUCESWEETCH,RED DRAGON - SWEET CHILI  SAUCE / 12 X 750ML,39.9500 
SAUCETARTAR378,TARTAR SAUCE (2 X 3.78L),59.9000 
SAUCETARTARPOR,KRAFT - TARTAR SAUCE PORTIONS (200X18ML),41.2500 
SAUCEWORCEST568,WORCESTERSHIRE SAUCE - LEA PERRINS - 568ML,10.0000 
SAUCISSE,LAFLEUR- ORIGINAL  SMOKED SAUSAGE / 4 X 675 G,18.9500 
SAUCTOMBOX,HUNT'S - TOMATO SAUCE (12 X 680ML),43.9500 
SAUER,SAUERKRAUT,41.0500 
SAUSBRAT,SAUSAGE BRATWURST (6.7 KG),91.9000 
SAUSCOOKED,COOKED VIETNAMESE SAUSAGE / 1.715KG,25.9500 
SAUSDEB,SAUSAGE DEBRAZZINI (6.7 KG),83.2000 
SAUSPB,OLYMEL - SAUSAGE PORK AND BEEF (5KG),55.9000 
SAVGENTAO,BATTERED CHICKEN GENERAL TAO (10KG),86.5000 
SAVGOYADO,GOYA - ADOBO WITH PEPPER (12X28OZ),95.0000 
SAVGOYSEAS,GOYA SEASONING AZAFRAN (18X20X3.5OZ,85.2000 
SAVHOTS,VALENTINA EXTRA HOT SAUCE BLACK (24X12OZ),50.0500 
SAVLAMB,FROZEN LAMB LOIN CHOPS (15KG) *FOR SAVEURS DES CONTINENT*,74.9500 
SAVNACH,NACHO CHEESE 138141 (4X2.5KG),97.4500 
SAVORYPCS,PCS SAVORY,2.0000 
SAVOYCOBOX,SAVOY - COCONUT CREAM / 24 X 400ML,69.9500 
SAVOYCOCOCRM,SAVOY - COCONUT CREAM / 400ML,3.5000 
SAVSMOKS,SMOKED SALMON SLICED - VASCO - (14X300G),54.9500 
SBS-005F,STRIPED BASS - FRESH - WHOLE - (1-3 LBS/PC) - (20 LBS/CS),0.0000 
SBS-006F,BAR RAYE SAUVAGE ATLANTIQUE 1.5-2 LBS - 1 X 50LBS - USA,671.9000 
SCHPICK,PAIL REGULAR DILL PICKLES 20L,48.9500 
SCL-003,BAY SCALLOPS 80-120 - IQF - (6 X 5LBS),177.8500 
SCL-004,SCALLOPS - U10 - (2 X 5LB) QUALITY DRY- IQF - JAPAN,319.7000 
SCL-005,HALF-SHELL SCALLOP - 12 CM - 8LBS/CS,114.0000 
SCL-011,BAY SCALLOPS - 40/60 - IQF - (6 X 5 LB) - OCEANIC,202.8500 
SCL-012,HOKKAIDO SCALLOP - U12 - (2 X 5 LB) -IQF - OCEANIC,390.6500 
SCL-015,SCALLOPS 20-30 - (6 X 5 LB) - JAPAN,735.0000 
SCL-016,SCALLOPS DRY 10/20 (2X5 LBS) CN,299.7500 
SCL-024F,DO NOT USE,689.4000 
SCL-025,SCALLOPS - 10/20 - (2 X 5LB) QUALITY DRY- IQF - JAPAN,299.7500 
SCL-026,SCALLOPS - U15 (2 X 5LBS/BAG) - IQF - JAPAN,329.7000 
SCL-026F,FRESH SCALLOPS-U15 - 1X8LBS-JAPAN,0.0000 
SCL-027F,FRESH SCALLOPS 10/20 - 1X8LBS-JAPAN,0.0000 
SCL-028,SCALLOPS SHELLS-(1 X 500PCS),0.0000 
SCL-029F,FRESH SCALLOPS U10- 1X8LBS-JAPON,0.0000 
SCL-030F,FRESH SCALLOPS U12- 1X8LBS,0.0000 
SCL-031,SCALLOPS 30-40 (6X5LBS/BAG) - USA,0.0000 
SCL-031F,FRESH SCALLOPS U10 - (1 X 10LBS) - JAPAN,599.4500 
SCL-032F,SCALLOPS ALIVE WITH SHELL,10.2500 
SCOTCHB,SCOTCH BRITE (X24),23.7000 
SCPOUT,LE SAUCIER - POUTINE SAUCE BASE (20KG),209.8000 
SCREAM,LARGE SOUR CREAM (16L),112.8500 
SD1L,BOX SPICY DILLS (12X1L),50.4500 
SDP1L,SCHWATZ PICKLES (12X1L),39.8500 
SEAL1014,VACUUM SEALING BAGS 10X14 (100UN),25.5000 
SEAL1216,VACUUM SEALING BAGS 12/16 (100UN),34.9500 
SEAL68,VACUUM SEALING BAGS  6/8 (100UM),9.2500 
SEAL812,VACUUM SEALING BAGS 8/12 (100UN),17.8000 
SEASOMIOLA,MIOLA / 10 X 1KG,388.6500 
SELAIL5.5KG,GARLIC SALT (5.5KG),42.9500 
SEMDURUM,DURUM SEMOLINA #3 (20KG),37.7500 
SEP-001,SEPIA U2-8KG- IND,0.0000 
SEP-004,BABY CLEAN CUTTLEFISH - 20/40 - 10 X 2 LB - SEA-RAY,119.5000 
SEP-005,Sepia/Cuttlefish 20/40 - (20 x 340grs),118.5000 
SERBR,MCCAIN BREAKFAST SEASONED CUBES,70.5000 
SEREGGS,LARGE EGGS,53.5000 
SERFF,(4216) MCCAIN 7/16 DARK,54.9000 
SERFF2,(5807) MCCAIN SKIN ON BRINE FRIES,66.0500 
SEROR,MCCAIN BREWCITY  ONION RINGS,73.7000 
SERPOP,(481227) FIESTA POPPERS,37.2500 
SERPOT,(4333) MCCAIN LARGE POTATO SHELLS,80.5000 
SERSWEET,(MCF04965) MCCAIN SWEET PLANK FRIES,49.7000 
SERWINGS,(17345) CHICKEN WINGS,61.2000 
SERZING,(64399) ZINGERS BREADED WINGS,61.2000 
SESAMEBLK,BLACK ROASTED SESAME SEEDS FULL BOX (12 X 1KG),137.9000 
SESAMEBLKPCS,BLACK ROASTED SESAME SEEDS (1KG),13.5500 
SESAMEOIL,KADOYA - SESAME OIL / 1.65L,26.9500 
SESAMEWHT,WHITE ROASTED SESAME SEEDS FULL BOX (10X 1 KG),137.9000 
SESAMEWHTPCS,WHITE ROASTED SESAME SEEDS (1 KG),13.5500 
SESRAW,SESAME RAW SEEDS 25X1LB,96.6500 
SFM-002,SEAFOOD MIX - FROZEN - (8X2.5 LBS/CS) - (20 LBS/CS) - THAILAND,249.8000 
SFM-004,SEARAY - SEAFOOD MIX MEDLEY UNCOOKED (10 X 600GR) (13.23LBS),59.9500 
SFSCISSOR,KITCHEN CURVED SEAFOOD SCISSORS X4,13.2500 
SHAL,SHALLOT - GREEN ONION ICELESS / ( 48 BUNCHS ),31.5000 
SHALHALF,( HALF CASE ) SHALLOT - GREEN ONION ICELESS / ( 24 BUNCHS ),20.7500 
SHALICE,SHALLOT - GREEN ONION ** WITH ICE ** / ( 48 BUNCHS ),27.9500 
SHALPCS,( PCS ) SHALLOT - GREEN ONION,0.9000 
SHALPEEL,PEELED FRENCH SHALLOT,23.9500 
SHANG,SHANGAI BOCK CHOY *TIPS* (25LBS),53.9500 
SHERRYV5L,SHERRY VINEGAR 5L,86.6500 
SHIITAKE,FROZEN MARINATED SHIITAKE MUSHROOM / 10 X 1 KG,206.1000 
SHIP,XXXXX ALREADY SHIPPED XXXXX,0.0000 
SHISOLEAF,1PACK SHISO LEAF (10X10UN),17.5000 
SHITAKE,SHIITAKE MUSHROOM,34.7500 
SHORTRIBKG,BEEF SHORT RIB / KG,23.0000 
SHOYUBASE,SHOYU RAMEN SOUP BASE / 10 X 864ML,235.7500 
SHREDMOZSAP,SAPUTO - SHREDDED MOZZARELLA 20% / 4 X 2.5 KG,158.8500 
SHRIMPBT2125,RAW BLACK TIGER SHRIMP 21/25 *HLSO* SHELL ON (24LBS),229.0000 
SHRIPASTE,SHRIMP PASTE (227 G),7.2500 
SIFTOGRO,SIFTO - GROS SEL 20KG / COARSE SALT 20KG,17.2000 
SILASAUCPT,SILA - SAUCISSE CUITE PETIT TRANCHE (5KG),65.6500 
SIPL,SIP LIDS PLASTIC 95MM (1000UN),113.1500 
SIRLOINTIP,FRESH BEEF SIRLOIN TIP AAA (KG),21.2500 
SIROANA,SIROP ANANAS 4X3KG POKE RAMEN MOI,74.2000 
SIROFRAISE,SIROP A LA FRAISE 4X3KG POKE RAMEN MOI,74.2000 
SIROLYCH,SIROP LYCHEE 4X3KG POKE RAMEN MOI,74.2000 
SIROMANG,SIROP MANGUE 4X3KG POKE RAMEN MOI,74.2000 
SIROPFRT,HOME SYRUP - PASSION FRUIT SYRUP / 340ML,19.5500 
SK1L,BOX SAUERKRAUT (12X1L),49.9500 
SK20L,PAIL SAUERKRAUT (20L),59.4500 
SKINONHDC,SKIN **ON** FRESH CHICKEN THIGHS BONEOFF (KG),11.0000 
SLICEDJAL,FRESH SLICED GREEN JALAPENO (5KG),51.9500 
SLICELIVER,SKYLARK - SLICED BEEF LIVER / 10LBS,71.9500 
SLICGP,FRESH SLICED GREEN PEPPER (5KG),39.9500 
SLICONION,FRESH  SLICED RED ONIONS (5 KG),23.7000 
SMALLYAMS,YAMS POTATOES *SMALL PIECES* (40LBS),48.2000 
SMBLKCOTT,COTT- BLACK CHERRY 12X355ML,6.7500 
SMF-004,Mélange de fruits de mer-10x600grs - Searay -Thai,70.0500 
SMOKEM,SMOKE MEAT (DESCO),0.0000 
SNAILS,SEA STAR - SNAILS (12 X 480G),153.8500 
SNOWP,SNOWPEAS 10LBS,33.4500 
SNOWPLBS,LBS SNOWPEAS,4.5000 
SOFTTOFUUN,SOFT TOFU NATURE / 454G,5.0000 
SOL-002,SOLE DOVER 20-24OZ WHOLE ROUND IQF - (1X25LBS) - NW,881.9500 
SOL-003,SOLE DOVER 20-24OZ WHOLE IQF  (1X25LBS) HOLAND,698.3500 
SOL-008,SOLE FILLETS BREADED 5OZ / 10LB,89.5000 
SOL-009F,SOLE RÉGULIER/LARGE - FILET- FRAIS -CAN,0.0000 
SOL-010,SOLE BREADED 5OZ 1X10 LBS HIGHLINER,86.4500 
SOL-011,Sole filets 7oz - (1x10lbs),61.9500 
SOL-012,SOLE  FILLETS 3 - 5oz - 1X10LBS OCEANIC,96.4000 
SOLMAZPOITR,SOLMAZ - GRILLED AND SMOKED TURKEY BREAST / 2 X 500G,22.3000 
SONORA10,SONORA - 10 INCH FLOUR TORTILLA (12 X 12 UNITS),57.9500 
SONORA12,SONORA - 12 INCH FLOUR TORTILLA (12 X 12  UNITS),71.9500 
SONORA6,SONORA - 6.5 INCH FLOUR TORTILLA (42 X 12 UNITS),93.9000 
SOREL,SOREL HERB OSEILLE (12 UNITS),15.9500 
SOUP24X284,SOUP IN CANS (24 X 284ML),28.2500 
SOUPBASETONKO,WAKOU TONKOTSU SOUP BASE (6 X 2KG),509.5500 
SOYAPAPGR,GREEN SOYA PAPER (X10PACKS),134.9000 
SOYAPAPPNK,PINK SOYA PAPER (X10PACKS),134.9000 
SOYAPAPYEL,YELLOW SOYA PAPER (X10PACKS),134.9000 
SOYASACHET,SAUCE SOYA EN SACHET (500 X 10G),28.9500 
SOYBEV,SOY BEVERGAE (12 X 946ML),41.9500 
SP24L,(2X4L) SWEET PIMENTOES,36.9500 
SP750,BOX SWEET PIMENTOES (12X750ML),49.9500 
SPAG,SPAGHETTINI (THIN SPAGHETTI) (9.07 KG),29.9500 
SPAG24X500,SPAGHETTI ( 24 X 500GR),78.9000 
SPAGHETMEN,SPAGHETTI - 9.07KG,39.9500 
SPAGMIX,SPAGHETTI MIX LEGUMES CONGELEE 6x2kg,32.0500 
SPAGMIXPCS,FROZEN SPAGHETTI MIX VEG.  (2KG),7.7500 
SPAGPCS,PCS SPAGHETTI SQUASH (COURGE),3.6500 
SPAGSAUCE,SPAGHETTI BOLOGNESE SAUCE (2 X 2.5KG),52.9500 
SPAGSQUA,SPAGHETTI SQUASH,45.4500 
SPCASHEW,SMALL PIECE CASHEW (1KG),24.4500 
SPICECH,SOUVLAKI BAR SPICE *** CHICKEN ***  GYRO / 18KG,0.0000 
SPICECHICK,CHICKEN SPICE MTL STYLE (2.8KG),18.6000 
SPICEP,SOUVLAKI BAR SPICE PORK GYRO,184.1500 
SPICESTEAK,STEAK SPICE MTL STYLE (2.5KG),22.3000 
SPICY,CAVENDISH (05701) FRIES SPICY 3/8 CUT,52.8000 
SPIN,BOX SPINACH CELLO X12,38.4500 
SPINCHIN,CHINESE SPINACH,33.4000 
SPINHALF,( HALF / DEMI ) SPINACH / EPINARD CELLO  =6BAGS,19.5000 
SPINPCS,BAG CELLO SPINACH,4.0000 
SPINPIE,SPINACH PIE (5 X 1KG),48.2000 
SPINPIE422,SPANAKOPITA (4X2.2KG),77.2000 
SPINSTEM,SPINACH BUNCHS WITH STEM (25LBS),46.9500 
SPIPAPER3,SPIRULINA - PAPER BAG #3 WITH HANDLE,70.2000 
SPIRAL,MCCAIN SPIRAL FRIES SPICY,65.4000 
SPOONAGAV,AGAVE SPOON 17CM,185.8000 
SPOONCHIN,CHINESE SPOON 14CM (X1000UN),33.7000 
SPOONPLAST,PLASTIC SPOON (X1000UN),33.7000 
SPRINGMIX,AQUA VERTI - SPRING MIX LETTUCE,26.0000 
SPRINGRPAST66,DOLL SPRING ROLL PASTRY 6X6INCH (30X200G),69.9500 
SPRINGRPAST88,DOLL SPRING ROLL PASTRY 8.5X8.5INCH (30X400G),114.9000 
SPRINGRVEG,VEGETABLE SPRING ROLL SIZE (25GX40PCS) 10kg,50.9500 
SPRITECAN,SPRITE 32X355ML (ECOFEE 0.64 INCLUDED),21.6000 
SQD-006,SQUID T&T 4-6 (20X2.5 LBS) MANARA INDIA,274.7500 
SQD-007,SQUID T&TLOLIGO 4-6 (6X2.5LBS) ZALO MARROCO,74.8000 
SQD-011,SQUID TUBES - U10 - TODARODES - 2X 5 KG - AQUASEA - CHINA,116.9000 
SQD-013,CALAMAR CONGELE ENTIER NON NETTOYE - (20.046 LBS),0.0000 
SQD-019,SQUID TUBES - U10 - ILLEX - 2 X 5 KG- FJORD,126.6500 
SQD-020,LOLIGO SQUID T&T - FROZEN - (U10) - (30 LBS/CS),0.0000 
SQD-022,CALAMARI U10 T&T (6 X 4LBS) SUPER SEA THAI,224.8000 
SQD-035,SQUID U10 T&T (1X10 KG),198.8000 
SQD-036,SQUID 3/5 CLEANED T&T (20X2.5 LBS) - THAI,322.3000 
SQD-037,SQUID 5/8 T&T -BLUESEA- (6X4LBS)/CS - THAI,0.0000 
SQD-038,SQUID INK 500GRS - (18UNITS/CS),53.3000 
SQD-040,BREADED SQUID RINGS - FROZEN - 8 X 2 LB - FJORD,92.9500 
SQD-041,SQUID BREADED R&TMSC (12X340GRM) AQUASTAR,84.9000 
SQD-042,***do not use***,28.0000 
SQD-043,SQUID RINGS U/10 - IQF - (10 X 1 LB) - FJORD,74.9500 
SQD-045,SQUID BREADED R&T 10LBS,106.1500 
SQD-046,RED BOX (GIGAS) - SQUID TUBE - U10 - (2 X 5 KG) - TAIWAN,106.9000 
SQD-047,SQUID TUBE U10 - (1 X 22LBS) - ILLEX,118.8500 
SR20L,PAIL SWEET RELISH,63.7000 
SRIRSACH,SRIRACHA PORTION BAG / 700 X 7G ,50.2000 
SRISAU,HUY FONG - SRIRACHA HOT SAUCE / 12 X 28OZ,76.0500 
SSC1L,SWEET AND SPICY PICKLES CRINKLE - 12X1L,43.9500 
SSG-075,ITALIAN PORK SAUSAGE UNCOOKED (5KG) #80046,29.9500 
STAN711,STANISLAUS - 7/11 UNPEELED GROUND TOMATOES / 6 X 2.84L,49.9500 
STANALTA,STANISLAUS - ALTA CUCINA / WHOLE PEELED TOMATOES / 6 X 2.84L,52.5500 
STANFULL,STANISLAUS - FULL RED / TOMATO PASTE / 6 X 2.84L,71.0500 
STANFULLPUR,STANISLAUS - FULL RED / EXTRA HEAVY TOMATO PUREE / 6X2.84L,58.9000 
STANFULLR,STANISLAUS - FULL RED / CONCENTRATED TOMATOES CRUSHED / 6 X 2.84L ,44.9500 
STANIOLO,STANISLAUS - PIZZAIOLO SAUCE / 6 X 2.84L ,44.9500 
STANISLAUS,FULL RED - CALIFORNIA TOMATO PASTE / 6 X 2.84 L,84.7000 
STANMAGIC,STANISLAUS - MAGIC / PEELED GROUND TOMATOES / 6 X 2.84L ,48.9500 
STANPIZ,STANISLAUS - FULL RED / PIZZA SAUCE FULLY PREPARED / 6 X 2.84L ,44.9500 
STANVALO,STANISLAUS - VALOROSO / WHOLE PEELED PEAR TOMATOES / 6 X 2.84L,52.5500 
STAR,STARFRUIT (CASE),38.4500 
STARCHCORN,CORN STARCH 25KG,63.4500 
STARCHMODTAPIO,CHUANGS - MODIFIED TAPIOCA STARCH (20KG),99.9000 
STARCHPOT,POTATO STARCH / FECULE DE PATATE 50LBS,76.9000 
STBOL24,SUSHI TAXI - KRAFT BOWL D140 24 OZ (6 X 50UN),72.9500 
STEAKFLANK,FLANK STEAK AAA (KG),33.9000 
STEWCERISE,STEWARTS - SODA CERISE NOIRE (24X355ML),35.5000 
STEWROOT,STEWARTS - ROOT BEER RACINETTE (24X355ML),35.5000 
STLIDS24,SUSHI TAXI - LIDS FOR KRAFT BOWL 24 OZ (6 X 50UN),32.5500 
STOBIA8BASE,ALUMINIUM 8 INCH ROUND CONTAINERS (500UN),69.9000 
STOBIA9BASE,ALUMINIUM 9 INCH ROUND CONTAINERS (500 UN),67.9500 
STOBIAPLAT7,ALUMINIUM 7 INCH ROUND CONTAINERS (500UN),44.9500 
STRAW,STRAWBERRY ( 8 X 1 - FULL BOX ),35.0000 
STRAWHALF,( HALF CASE ) STRAWBERRY / ( 4 PACKS ),19.5500 
STRAWLOC,LOCAL QC STRAWBERRY (CASE),39.9500 
STRAWPCKCHOC,POCKY CHOCOLATE STRAWBERRY FLAVOUR / 10 X 51G,28.9500 
STRAWPCS,( PACK ) STRAWBERRY,6.0000 
STRAWPURE,FROZEN STRAWBERRY PUREE (6X1KG),89.8500 
STRAWS26,AGAVE STRAWS 26 CM INDIVIDUALLY WRAPPED (4X500UN),96.6500 
STRAWSAGBLK15,AGAVE COCKTAIL STRAWS - 8 INCH - 2500 UN,109.9000 
STRIPLOIN,STRIPLOINS AAA (KG),38.0000 
STRIPLOINA,STRIPLOIN A/ KG,29.7500 
STRIPTHUN,OLYMEL - CHICKEN STRIP BREADED THUNDER CRUNCH 4KG,66.9500 
STRIPUNGRAD,STRIPLOIN UNGRADED / KG,26.5000 
STTUBES,SUSHI TAXI - SUSHI POP (180 UN),314.7000 
STUFOLI,STUFFED OLIVES / 2 X 4L,59.9500 
STW-001,INDIVIDUAL WHITE PAPER STRAW 7.75 (6X500UN),39.9000 
STW-002,WHITE PAPER DRINKING STRAW 7.75 / 6X500PC,31.5000 
SUAVCOC,SUAVE COCKTAIL NAPKIN 1PLY 20X200UN,26.5500 
SUAVE7184,SUAVE MPFJDN 07184 - 18X500 DISPENSER NAPKIN / POUR DISTRIBUTRICE JUNIOIR,45.9500 
SUAVEROLL,JUMBO TOILET PAPER ROLL (8 UNITS),21.9500 
SUB10,10 INCH SUBMARINE BREAD (7110) (8X6PCS),56.7000 
SUBPLASBOX,SUBMARINE PLASTIC TAKE-OUT CONTAINER (150UN),48.9500 
SUCREGLAC,RED PATH - ICING SUGAR - 1 X 1 KG,5.0000 
SUCRPLAN,SUCRE BRUN PLANTATION EN CUBE  12X500GR,43.9500 
SUGAR20,WHITE THIN SUGAR (20KG),31.9500 
SUGARDRKBROWN,DARK BROWN SUGAR (20KG),45.2500 
SUGARGOLDYEL,GOLDEN YELLOW SUGAR (20KG),38.0000 
SUGARPASTEPALM,EAGLE STAR -PALM SUGAR PASTE / 10 X 1KG,45.2500 
SUGARSACH,WHITE SUGAR PACKETS (2000 UN),26.3000 
SUGARSNAP,SUGAR SNAP (10LBS),48.8500 
SUMAC,SUMAC (550G),10.0000 
SUNFLOWSEED,SUNFLOWER SEEDS / 2KG,8.1000 
SUNMED6,FRUIT SALAD COCKTAIL - 6 X 2.84L,109.9000 
SUPGARFF,(00050) JERSEY SHORE FRIES,37.0500 
SUPP,SUPPORT FOR PIZZA BOX WHITE (1000UN),28.5000 
SUSHIGWHITE,WHITE MARINATED GINGER SUSHI (25LBS),42.9500 
SUSHIRCGOZ,GOZEN - SUSHI SHORT GRAIN RICE (50LBS),53.9500 
SUSHIRCGRAIN,SHORT GRAIN SUSHI RICE (6X3KG),49.9000 
SUSHIRCNISHI,NISHIKI MUSENMAI - SUSHI RICE (50LBS),72.9500 
SVKBAG,SVLAKI BAR TSHIRT BAG BLUE(14X9X14),102.0000 
SVKBAKL,FROZEN BAKLAVA 2.5KG,26.9500 
SVKDILL,SVLAKI BAR DILL DRESSING PAIL 15L,101.5500 
SVKFETA,PETROS FETA (10KG),121.4000 
SVKFF,(00050) JERSEY SHORE FRIES,39.0500 
SVKFORK,(EM-160F) WOODEN FORKS,25.5500 
SVKGL,BLUE NITRIL GLOVE - LARGE,62.7000 
SVKGXL,BLUE NITRIL GLOVE - EXTRA LARGE,62.7000 
SVKKNIVES,(EM-165K) WOODEN KNIVES,29.7500 
SVKKOP,SOUVLAKI BAR KOPANISTI (5KG),81.5500 
SVKMM,SOULVLAKI BAR MUSTARD MAYO SAUCE,97.5000 
SVKMS,SOUVLAKI BAR MILD SAUCE,102.5500 
SVKOLIV,LARGE KALAMATA OLIVES,53.9000 
SVKOLIVOIL,TERRA MIA VIRGIN OLIVE OIL,95.7000 
SVKPAPS,SMALL WRAPPING PAPER,64.5000 
SVKPBAGL,(M490) SVKBAR PAPER BAGS 13X7X13,56.7000 
SVKPITA,KOLIOS FROZEN CLASSIC PITA 6inch,42.3000 
SVKPITA5,5 KOLIOS PITA BREAD,43.7500 
SVKSPITRI,(#158) SPINACH & FETA TRIANGLES ALFA (40X230 GR),62.0500 
SVKTZA,SVK TZATZIKI BOX (3X5KG),123.8500 
SWD-001F,SEAWEED - FRESH - (30 LBS/BAG) - (NOT FOR HUMAN CONSUMPTION),0.0000 
SWD-002,FRESH SWORDFISH LOINS - USA,0.0000 
SWEETREL,SWEET RELISH 3.78L,20.0000 
SWF-001,5-8LBS SWORDFISH LOINS (1X30LBS) SPAIN..,0.0000 
SWF-002,ESPADON LONGE 3-5LBS IVP - (1X15LBS) - VT,173.1000 
SWF-006F*,SWORDFISH LOIN - FRESH,16.7500 
SWF-007W,SWORDFISH FRESH HG 30/49 LBS - CANADA,0.0000 
SWF-014W,SWORDFISH - FRESH - (H&G) - (70/89 LBS/PC),0.0000 
SWISSCHAR,BIG BOX (24) SWISS CHARD,36.4000 
SWISSCHARSM,SMALL BOX (12) SWISS CHARD,49.9500 
SWSL,SUB - WHITE SWISS STYLE CHEESE SLICES 2KG,26.9500 
TABASCO350,TABASCO (12 X 350 ML),109.9000 
TABLESYR,PEARL MILLING - TABLE SYRUP / 3.78 L,20.0000 
TAHINI907,KRINOS - TAHINI (750ML),13.0000 
TAHINKAN,TAHINI (AL KANATER BRAND) 18KG,148.8500 
TAJIN,TAJIN SEASONING (12 X 14OZ),117.9000 
TAK-010,TAKOYAKI JUMBO 4X1.35KG,61.7000 
TAMAGO,ATSUYAKI TAMAGO / 8 X 500G,51.2000 
